,Course1,Course2,Common Entities
3839,390W1B,451AO,"['understanding', 'technologies', 'knowledge', 'topics']"
3840,390W1B,457IDG,"['technologies', 'work']"
3841,390W1B,457IDU,"['technologies', 'work']"
3842,390W1B,458AO,['Students']
3843,390W1B,461AG,"['Students', 'development', 'retrieval']"
3844,390W1B,461AO,"['Students', 'development', 'retrieval']"
3845,390W1B,461AU,"['Students', 'development', 'retrieval']"
3846,390W1B,462G4,"['Students', 'technologies', 'principles']"
3847,390W1B,462UG3,"['Students', 'technologies', 'principles']"
3848,390W1B,490DB,"['information studies', 'evaluation', 'communication', 'understanding', 'knowledge', 'culture', 'information policy', 'computers', 'community information systems', 'production', 'retrieval', 'investigation', 'topics']"
3849,390W1B,490DBO,"['information studies', 'evaluation', 'communication', 'knowledge', 'information policy', 'culture', 'computers', 'retrieval', 'production', 'community information systems', 'investigation', 'topics']"
3850,390W1B,490GHU,"['information studies', 'evaluation', 'communication', 'knowledge', 'information policy', 'culture', 'computers', 'community information systems', 'production', 'retrieval', 'investigation', 'topics']"
3851,390W1B,490GI,"['information studies', 'evaluation', 'work', 'communication', 'knowledge', 'information policy', 'culture', 'computers', 'community information systems', 'production', 'retrieval', 'investigation', 'topics']"
3852,390W1B,490ITG,"['information studies', 'evaluation', 'work', 'communication', 'knowledge', 'information policy', 'culture', 'computers', 'community information systems', 'production', 'retrieval', 'investigation', 'topics']"
3853,390W1B,490ITU,"['information studies', 'evaluation', 'communication', 'knowledge', 'Students', 'culture', 'information policy', 'computers', 'community information systems', 'production', 'retrieval', 'investigation', 'topics']"
3854,390W1B,490SMG,"['information studies', 'Topics', 'evaluation', 'communication', 'knowledge', 'culture', 'information policy', 'role', 'computers', 'community information systems', 'production', 'retrieval', 'impact', 'investigation', 'topics']"
3855,390W1B,490SMU,"['information studies', 'Topics', 'evaluation', 'communication', 'knowledge', 'culture', 'information policy', 'role', 'computers', 'community information systems', 'production', 'retrieval', 'impact', 'investigation', 'topics']"
3856,390W1B,490TEO,"['information studies', 'evaluation', 'communication', 'knowledge', 'culture', 'development', 'information policy', 'computers', 'community information systems', 'production', 'retrieval', 'investigation', 'topics']"
3857,390W1B,501A,"['knowledge', 'retrieval', 'science', 'principles']"
3858,390W1B,501AO,"['knowledge', 'retrieval', 'science', 'principles']"
3859,390W1B,501AO2,"['knowledge', 'retrieval', 'science', 'principles']"
3860,390W1B,501B,"['knowledge', 'retrieval', 'science', 'principles']"
3861,390W1B,502A,"['role', 'science']"
3862,390W1B,502AO,"['role', 'science']"
3863,390W1B,502AO2,"['role', 'science']"
3864,390W1B,502AO3,"['role', 'science']"
3865,404AG,404AO,"['adults', 'undergraduates', 'resources', 'consent', 'school media centers', 'selection criteria', 'print', 'books', 'formats', 'Evaluation', 'ability', 'senior', 'ages', 'materials']"
3866,404AG,404AU,"['adults', 'undergraduates', 'resources', 'consent', 'school media centers', 'selection criteria', 'print', 'books', 'formats', 'Evaluation', 'senior', 'ability', 'ages', 'materials']"
3867,404AG,445AG,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3868,404AG,445AO,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3869,404AG,445AU,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3870,404AG,461AG,"['consent', 'undergraduates']"
3871,404AG,461AO,"['consent', 'undergraduates']"
3872,404AG,461AU,"['consent', 'undergraduates']"
3873,404AG,490DB,"['consent', 'undergraduates']"
3874,404AG,490DBO,"['consent', 'undergraduates']"
3875,404AG,490GHU,"['consent', 'undergraduates']"
3876,404AG,490GI,"['consent', 'undergraduates']"
3877,404AG,490ITG,"['consent', 'undergraduates']"
3878,404AG,490ITU,"['consent', 'undergraduates']"
3879,404AG,490SMG,"['consent', 'undergraduates']"
3880,404AG,490SMU,"['consent', 'undergraduates']"
3881,404AG,490TEO,"['consent', 'undergraduates']"
3882,404AG,501A,"['print', 'formats']"
3883,404AG,501AO,"['print', 'formats']"
3884,404AG,501AO2,"['print', 'formats']"
3885,404AG,501B,"['print', 'formats']"
3886,404AO,404AU,"['adults', 'undergraduates', 'resources', 'consent', 'school media centers', 'selection criteria', 'print', 'instructor', 'books', 'formats', 'Evaluation', 'senior', 'ability', 'ages', 'materials']"
3887,404AO,445AG,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3888,404AO,445AO,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3889,404AO,445AU,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3890,404AO,461AG,"['consent', 'instructor', 'undergraduates']"
3891,404AO,461AO,"['consent', 'instructor', 'undergraduates']"
3892,404AO,461AU,"['consent', 'instructor', 'undergraduates']"
3893,404AO,490DB,"['consent', 'instructor', 'undergraduates']"
3894,404AO,490DBO,"['consent', 'instructor', 'undergraduates']"
3895,404AO,490GHU,"['consent', 'instructor', 'undergraduates']"
3896,404AO,490GI,"['consent', 'instructor', 'undergraduates']"
3897,404AO,490ITG,"['consent', 'instructor', 'undergraduates']"
3898,404AO,490ITU,"['consent', 'instructor', 'undergraduates']"
3899,404AO,490SMG,"['consent', 'instructor', 'undergraduates']"
3900,404AO,490SMU,"['consent', 'instructor', 'undergraduates']"
3901,404AO,490TEO,"['consent', 'instructor', 'undergraduates']"
3902,404AO,501A,"['print', 'formats']"
3903,404AO,501AO,"['print', 'formats']"
3904,404AO,501AO2,"['print', 'formats']"
3905,404AO,501B,"['print', 'formats']"
3906,404AU,445AG,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3907,404AU,445AO,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3908,404AU,445AU,"['resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'ability', 'ages', 'formats']"
3909,404AU,461AG,"['consent', 'instructor', 'undergraduates']"
3910,404AU,461AO,"['consent', 'instructor', 'undergraduates']"
3911,404AU,461AU,"['consent', 'instructor', 'undergraduates']"
3912,404AU,490DB,"['consent', 'instructor', 'undergraduates']"
3913,404AU,490DBO,"['consent', 'instructor', 'undergraduates']"
3914,404AU,490GHU,"['consent', 'instructor', 'undergraduates']"
3915,404AU,490GI,"['consent', 'instructor', 'undergraduates']"
3916,404AU,490ITG,"['consent', 'instructor', 'undergraduates']"
3917,404AU,490ITU,"['consent', 'instructor', 'undergraduates']"
3918,404AU,490SMG,"['consent', 'instructor', 'undergraduates']"
3919,404AU,490SMU,"['consent', 'instructor', 'undergraduates']"
3920,404AU,490TEO,"['consent', 'instructor', 'undergraduates']"
3921,404AU,501A,"['print', 'formats']"
3922,404AU,501AO,"['print', 'formats']"
3923,404AU,501AO2,"['print', 'formats']"
3924,404AU,501B,"['print', 'formats']"
3925,409AG,409AO,"['criticisms', 'engagement', 'assignments', 'comments', 'tale', 'question', 'kind', 'rule', 'storytime practices', 'audience', 'student', 'group', 'teller.In', 'criticism', 'emphasis', 'teller', 'audience responses', 'paper', 'audience member', 'Tools', 'story collection', 'discussions', 'questions', 'storytelling thinking', 'theories', 'story', 'respondent', 'improvisation', 'story performances', 'heart', 'addition', 'learning', 'class sessions', 'approaches', 'stories', 'memorization']"
3926,409AG,409AO2,"['criticisms', 'engagement', 'assignments', 'comments', 'tale', 'question', 'kind', 'rule', 'storytime practices', 'audience', 'student', 'group', 'teller.In', 'criticism', 'emphasis', 'teller', 'audience responses', 'paper', 'audience member', 'Tools', 'story collection', 'discussions', 'questions', 'storytelling thinking', 'theories', 'story', 'respondent', 'improvisation', 'story performances', 'heart', 'addition', 'learning', 'class sessions', 'approaches', 'stories', 'memorization']"
3927,409AG,409AU,"['criticisms', 'engagement', 'assignments', 'comments', 'tale', 'question', 'kind', 'rule', 'storytime practices', 'audience', 'student', 'group', 'teller.In', 'criticism', 'emphasis', 'teller', 'audience responses', 'paper', 'audience member', 'Tools', 'story collection', 'discussions', 'questions', 'storytelling thinking', 'theories', 'story', 'respondent', 'improvisation', 'story performances', 'heart', 'addition', 'learning', 'class sessions', 'approaches', 'stories', 'memorization']"
3928,409AG,457IDG,['approaches']
3929,409AG,457IDU,['approaches']
3930,409AG,461AG,['discussions']
3931,409AG,461AO,['discussions']
3932,409AG,461AU,['discussions']
3933,409AG,462G4,['approaches']
3934,409AG,462UG3,['approaches']
3935,409AG,490GHU,['emphasis']
3936,409AG,490GI,['addition']
3937,409AG,490ITG,['addition']
3938,409AG,490TEO,['discussions']
3939,409AO,409AO2,"['criticisms', 'engagement', 'assignments', 'comments', 'tale', 'question', 'kind', 'rule', 'storytime practices', 'audience', 'student', 'group', 'teller.In', 'criticism', 'emphasis', 'teller', 'audience responses', 'paper', 'audience member', 'Tools', 'story collection', 'discussions', 'questions', 'storytelling thinking', 'theories', 'story', 'respondent', 'improvisation', 'story performances', 'heart', 'addition', 'learning', 'class sessions', 'approaches', 'stories', 'memorization']"
3940,409AO,409AU,"['criticisms', 'engagement', 'assignments', 'comments', 'tale', 'question', 'kind', 'rule', 'storytime practices', 'audience', 'student', 'group', 'teller.In', 'criticism', 'emphasis', 'teller', 'audience responses', 'paper', 'audience member', 'Tools', 'story collection', 'discussions', 'questions', 'storytelling thinking', 'theories', 'story', 'respondent', 'improvisation', 'story performances', 'heart', 'addition', 'learning', 'class sessions', 'approaches', 'stories', 'memorization']"
3941,409AO,457IDG,['approaches']
3942,409AO,457IDU,['approaches']
3943,409AO,461AG,['discussions']
3944,409AO,461AO,['discussions']
3945,409AO,461AU,['discussions']
3946,409AO,462G4,['approaches']
3947,409AO,462UG3,['approaches']
3948,409AO,490GHU,['emphasis']
3949,409AO,490GI,['addition']
3950,409AO,490ITG,['addition']
3951,409AO,490TEO,['discussions']
3952,409AO2,409AU,"['criticisms', 'engagement', 'assignments', 'comments', 'tale', 'question', 'kind', 'rule', 'storytime practices', 'audience', 'student', 'group', 'teller.In', 'criticism', 'emphasis', 'teller', 'audience responses', 'paper', 'audience member', 'Tools', 'story collection', 'discussions', 'questions', 'storytelling thinking', 'theories', 'story', 'respondent', 'improvisation', 'story performances', 'heart', 'addition', 'learning', 'class sessions', 'approaches', 'stories', 'memorization']"
3953,409AO2,457IDG,['approaches']
3954,409AO2,457IDU,['approaches']
3955,409AO2,461AG,['discussions']
3956,409AO2,461AO,['discussions']
3957,409AO2,461AU,['discussions']
3958,409AO2,462G4,['approaches']
3959,409AO2,462UG3,['approaches']
3960,409AO2,490GHU,['emphasis']
3961,409AO2,490GI,['addition']
3962,409AO2,490ITG,['addition']
3963,409AO2,490TEO,['discussions']
3964,409AU,457IDG,['approaches']
3965,409AU,457IDU,['approaches']
3966,409AU,461AG,['discussions']
3967,409AU,461AO,['discussions']
3968,409AU,461AU,['discussions']
3969,409AU,462G4,['approaches']
3970,409AU,462UG3,['approaches']
3971,409AU,490GHU,['emphasis']
3972,409AU,490GI,['addition']
3973,409AU,490ITG,['addition']
3974,409AU,490TEO,['discussions']
3975,418AO,418AU,"['community members', 'ways', 'projects', 'service', 'form', 'research', 'service learning', 'coursework', 'Community engagement', 'information professionals', 'community engagement theory']"
3976,418AO,458AO,['research']
3977,418AO,461AG,['ways']
3978,418AO,461AO,['ways']
3979,418AO,461AU,['ways']
3980,418AO,490TEO,['projects']
3981,418AU,458AO,['research']
3982,418AU,461AG,['ways']
3983,418AU,461AO,['ways']
3984,418AU,461AU,['ways']
3985,418AU,490TEO,['projects']
3986,445AG,445AO,"['information books', 'resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'nonfiction books', 'ability', 'ages', 'formats']"
3987,445AG,445AU,"['information books', 'resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'nonfiction books', 'ability', 'ages', 'formats']"
3988,445AG,501A,"['print', 'formats']"
3989,445AG,501AO,"['print', 'formats']"
3990,445AG,501AO2,"['print', 'formats']"
3991,445AG,501B,"['print', 'formats']"
3992,445AO,445AU,"['information books', 'resources', 'school media centers', 'selection criteria', 'print', 'materials', 'Evaluation', 'nonfiction books', 'ability', 'ages', 'formats']"
3993,445AO,501A,"['print', 'formats']"
3994,445AO,501AO,"['print', 'formats']"
3995,445AO,501AO2,"['print', 'formats']"
3996,445AO,501B,"['print', 'formats']"
3997,445AU,501A,"['print', 'formats']"
3998,445AU,501AO,"['print', 'formats']"
3999,445AU,501AO2,"['print', 'formats']"
4000,445AU,501B,"['print', 'formats']"
4001,451A,451AO,"['alternatives', 'software', 'examples', 'concepts', 'topics', 'Course', 'technology', 'understanding', 'levels', 'information environments', 'library settings', 'computer competencies', 'networking hardware', 'technologies', 'systems', 'admissions requirements', 'computer hardware', 'Information Sciences', 'Hands', 'School', 'operating systems', 'applicability', 'competency', 'implementation', 'objective', 'IT', 'knowledge', 'technology systems', 'goal']"
4002,451A,452AG,['concepts']
4003,451A,452AO,['concepts']
4004,451A,452AU,['concepts']
4005,451A,452BG,['concepts']
4006,451A,452BU,['concepts']
4007,451A,457IDG,"['technologies', 'software']"
4008,451A,457IDU,"['technologies', 'software']"
4009,451A,458AO,['concepts']
4010,451A,462G4,"['technologies', 'concepts', 'software']"
4011,451A,462UG3,"['technologies', 'concepts', 'software']"
4012,451A,490DB,"['understanding', 'knowledge', 'topics']"
4013,451A,490DBO,"['knowledge', 'topics']"
4014,451A,490GHU,"['systems', 'knowledge', 'topics']"
4015,451A,490GI,"['systems', 'knowledge', 'software', 'topics']"
4016,451A,490ITG,"['systems', 'knowledge', 'software', 'topics']"
4017,451A,490ITU,"['technology', 'knowledge', 'topics']"
4018,451A,490SMG,"['knowledge', 'topics']"
4019,451A,490SMU,"['knowledge', 'topics']"
4020,451A,490TEO,"['software', 'technology', 'knowledge', 'concepts', 'topics']"
4021,451A,501A,"['systems', 'knowledge']"
4022,451A,501AO,"['systems', 'knowledge']"
4023,451A,501AO2,"['systems', 'knowledge']"
4024,451A,501B,"['systems', 'knowledge']"
4025,451AO,452AG,['concepts']
4026,451AO,452AO,['concepts']
4027,451AO,452AU,['concepts']
4028,451AO,452BG,['concepts']
4029,451AO,452BU,['concepts']
4030,451AO,457IDG,"['technologies', 'software']"
4031,451AO,457IDU,"['technologies', 'software']"
4032,451AO,458AO,['concepts']
4033,451AO,462G4,"['technologies', 'concepts', 'software']"
4034,451AO,462UG3,"['technologies', 'concepts', 'software']"
4035,451AO,490DB,"['understanding', 'knowledge', 'topics']"
4036,451AO,490DBO,"['knowledge', 'topics']"
4037,451AO,490GHU,"['systems', 'knowledge', 'topics']"
4038,451AO,490GI,"['systems', 'knowledge', 'software', 'topics']"
4039,451AO,490ITG,"['systems', 'knowledge', 'software', 'topics']"
4040,451AO,490ITU,"['technology', 'knowledge', 'topics']"
4041,451AO,490SMG,"['knowledge', 'topics']"
4042,451AO,490SMU,"['knowledge', 'topics']"
4043,451AO,490TEO,"['software', 'technology', 'knowledge', 'concepts', 'topics']"
4044,451AO,501A,"['systems', 'knowledge']"
4045,451AO,501AO,"['systems', 'knowledge']"
4046,451AO,501AO2,"['systems', 'knowledge']"
4047,451AO,501B,"['systems', 'knowledge']"
4048,452AG,452AO,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4049,452AG,452AU,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4050,452AG,452BG,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4051,452AG,452BU,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4052,452AG,457IDG,['data science']
4053,452AG,457IDU,['data science']
4054,452AG,458AO,['concepts']
4055,452AG,462G4,['concepts']
4056,452AG,462UG3,['concepts']
4057,452AG,490DB,['course students']
4058,452AG,490GHU,['records']
4059,452AG,490ITU,['applications']
4060,452AG,490TEO,['concepts']
4061,452AO,452AU,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4062,452AO,452BG,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4063,452AO,452BU,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4064,452AO,457IDG,['data science']
4065,452AO,457IDU,['data science']
4066,452AO,458AO,['concepts']
4067,452AO,462G4,['concepts']
4068,452AO,462UG3,['concepts']
4069,452AO,490DB,['course students']
4070,452AO,490GHU,['records']
4071,452AO,490ITU,['applications']
4072,452AO,490TEO,['concepts']
4073,452AU,452BG,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4074,452AU,452BU,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4075,452AU,457IDG,['data science']
4076,452AU,457IDU,['data science']
4077,452AU,458AO,['concepts']
4078,452AU,462G4,['concepts']
4079,452AU,462UG3,['concepts']
4080,452AU,490DB,['course students']
4081,452AU,490GHU,['records']
4082,452AU,490ITU,['applications']
4083,452AU,490TEO,['concepts']
4084,452BG,452BU,"['knowledge management', 'data science', 'problem solving', 'applications', 'computer program', 'abstraction', 'programming constructs', 'data analytics', 'course students', 'document processing', 'concepts', 'records', 'multimedia', 'text mining', 'programming language', 'programming background']"
4085,452BG,457IDG,['data science']
4086,452BG,457IDU,['data science']
4087,452BG,458AO,['concepts']
4088,452BG,462G4,['concepts']
4089,452BG,462UG3,['concepts']
4090,452BG,490DB,['course students']
4091,452BG,490GHU,['records']
4092,452BG,490ITU,['applications']
4093,452BG,490TEO,['concepts']
4094,452BU,457IDG,['data science']
4095,452BU,457IDU,['data science']
4096,452BU,458AO,['concepts']
4097,452BU,462G4,['concepts']
4098,452BU,462UG3,['concepts']
4099,452BU,490DB,['course students']
4100,452BU,490GHU,['records']
4101,452BU,490ITU,['applications']
4102,452BU,490TEO,['concepts']
4103,457IDG,457IDU,"['R', 'software', 'life cycle', 'programs', 'material', 'Note', 'technologies', 'language', 'work', 'data science', 'SQL', 'XML', 'advances', 'foundation', 'UNIX tools', 'tools', 'homework assignments', 'computing power', 'expressions', 'datasets', 'skills', 'approaches', 'class']"
4104,457IDG,462G4,"['approaches', 'technologies', 'software']"
4105,457IDG,462UG3,"['approaches', 'technologies', 'software']"
4106,457IDG,490DB,['SQL']
4107,457IDG,490GI,"['software', 'work']"
4108,457IDG,490ITG,"['software', 'work']"
4109,457IDG,490ITU,['skills']
4110,457IDG,490TEO,"['skills', 'software']"
4111,457IDU,462G4,"['approaches', 'technologies', 'software']"
4112,457IDU,462UG3,"['approaches', 'technologies', 'software']"
4113,457IDU,490DB,['SQL']
4114,457IDU,490GI,"['software', 'work']"
4115,457IDU,490ITG,"['software', 'work']"
4116,457IDU,490ITU,['skills']
4117,457IDU,490TEO,"['skills', 'software']"
4118,458AO,461AG,"['Students', 'museums']"
4119,458AO,461AO,"['Students', 'museums']"
4120,458AO,461AU,"['Students', 'museums']"
4121,458AO,462G4,"['issues', 'concepts', 'Students']"
4122,458AO,462UG3,"['issues', 'concepts', 'Students']"
4123,458AO,490GHU,['issues']
4124,458AO,490ITU,"['methods', 'Students']"
4125,458AO,490TEO,"['methods', 'concepts', 'variety']"
4126,458AO,501A,['methods']
4127,458AO,501AO,['methods']
4128,458AO,501AO2,['methods']
4129,458AO,501B,['methods']
4130,458AO,502A,['issues']
4131,458AO,502AO,['issues']
4132,458AO,502AO2,['issues']
4133,458AO,502AO3,['issues']
4134,461AG,461AO,"['relationship', 'information storage', 'humanities', 'museum resources', 'design', 'graduate students', 'non-iSchool', 'information management', 'resource', 'lectures', 'backgrounds', 'visitor apps', 'Students', 'development', 'instructor', 'copyright', 'access', 'class topics', 'sciences', 'ways', 'information organization', 'classification systems', 'consent', 'information technologies', 'computer systems', 'world', 'activities', 'Junior', 'exhibits', 'portfolio', 'museums', 'discussions', 'IS 461AU', 'museum environments', 'undergraduates', 'Museum websites', 'Design Thinking', 'information technology', 'heritage', 'retrieval', 'collections']"
4135,461AG,461AU,"['relationship', 'information storage', 'humanities', 'museum resources', 'design', 'graduate students', 'non-iSchool', 'information management', 'resource', 'lectures', 'backgrounds', 'visitor apps', 'Students', 'development', 'instructor', 'copyright', 'access', 'class topics', 'sciences', 'ways', 'information organization', 'classification systems', 'consent', 'information technologies', 'computer systems', 'world', 'activities', 'Junior', 'exhibits', 'portfolio', 'museums', 'discussions', 'IS 461AU', 'museum environments', 'undergraduates', 'Museum websites', 'Design Thinking', 'information technology', 'heritage', 'retrieval', 'collections']"
4136,461AG,462G4,['Students']
4137,461AG,462UG3,['Students']
4138,461AG,490DB,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4139,461AG,490DBO,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4140,461AG,490GHU,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4141,461AG,490GI,"['undergraduates', 'consent', 'information management', 'instructor', 'retrieval']"
4142,461AG,490ITG,"['undergraduates', 'consent', 'information management', 'instructor', 'retrieval']"
4143,461AG,490ITU,"['undergraduates', 'consent', 'Students', 'instructor', 'retrieval']"
4144,461AG,490SMG,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4145,461AG,490SMU,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4146,461AG,490TEO,"['undergraduates', 'consent', 'development', 'instructor', 'retrieval', 'discussions']"
4147,461AG,501A,"['access', 'information organization', 'retrieval']"
4148,461AG,501AO,"['access', 'information organization', 'retrieval']"
4149,461AG,501AO2,"['access', 'information organization', 'retrieval']"
4150,461AG,501B,"['access', 'information organization', 'retrieval']"
4151,461AO,461AU,"['relationship', 'information storage', 'humanities', 'museum resources', 'design', 'graduate students', 'non-iSchool', 'information management', 'resource', 'lectures', 'backgrounds', 'visitor apps', 'Students', 'development', 'instructor', 'copyright', 'access', 'class topics', 'sciences', 'ways', 'information organization', 'classification systems', 'consent', 'information technologies', 'computer systems', 'world', 'activities', 'Junior', 'exhibits', 'portfolio', 'museums', 'discussions', 'IS 461AU', 'museum environments', 'undergraduates', 'Museum websites', 'Design Thinking', 'information technology', 'heritage', 'retrieval', 'collections']"
4152,461AO,462G4,['Students']
4153,461AO,462UG3,['Students']
4154,461AO,490DB,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4155,461AO,490DBO,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4156,461AO,490GHU,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4157,461AO,490GI,"['undergraduates', 'consent', 'information management', 'instructor', 'retrieval']"
4158,461AO,490ITG,"['undergraduates', 'consent', 'information management', 'instructor', 'retrieval']"
4159,461AO,490ITU,"['undergraduates', 'consent', 'Students', 'instructor', 'retrieval']"
4160,461AO,490SMG,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4161,461AO,490SMU,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4162,461AO,490TEO,"['undergraduates', 'consent', 'development', 'instructor', 'retrieval', 'discussions']"
4163,461AO,501A,"['access', 'information organization', 'retrieval']"
4164,461AO,501AO,"['access', 'information organization', 'retrieval']"
4165,461AO,501AO2,"['access', 'information organization', 'retrieval']"
4166,461AO,501B,"['access', 'information organization', 'retrieval']"
4167,461AU,462G4,['Students']
4168,461AU,462UG3,['Students']
4169,461AU,490DB,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4170,461AU,490DBO,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4171,461AU,490GHU,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4172,461AU,490GI,"['undergraduates', 'consent', 'information management', 'instructor', 'retrieval']"
4173,461AU,490ITG,"['undergraduates', 'consent', 'information management', 'instructor', 'retrieval']"
4174,461AU,490ITU,"['undergraduates', 'consent', 'Students', 'instructor', 'retrieval']"
4175,461AU,490SMG,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4176,461AU,490SMU,"['consent', 'retrieval', 'instructor', 'undergraduates']"
4177,461AU,490TEO,"['undergraduates', 'consent', 'development', 'instructor', 'retrieval', 'discussions']"
4178,461AU,501A,"['access', 'information organization', 'retrieval']"
4179,461AU,501AO,"['access', 'information organization', 'retrieval']"
4180,461AU,501AO2,"['access', 'information organization', 'retrieval']"
4181,461AU,501B,"['access', 'information organization', 'retrieval']"
4182,462G4,462UG3,"['software', 'security', 'Privacy', 'concepts', 'practices', 'Information Security', 'appreciation', 'policies', 'information systems', 'Students', 'view', 'technologies', 'protection', 'challenges', 'products', 'services', 'Information Assurance', 'concerns', 'issues', 'difficulty', 'expectations', 'criminology', 'principles', 'approaches', 'human aspects']"
4183,462G4,490GHU,"['issues', 'challenges']"
4184,462G4,490GI,"['information systems', 'software']"
4185,462G4,490ITG,"['information systems', 'software']"
4186,462G4,490ITU,['Students']
4187,462G4,490TEO,"['concepts', 'software']"
4188,462G4,501A,"['information systems', 'principles']"
4189,462G4,501AO,"['information systems', 'principles']"
4190,462G4,501AO2,"['information systems', 'principles']"
4191,462G4,501B,"['information systems', 'principles']"
4192,462G4,502A,['issues']
4193,462G4,502AO,['issues']
4194,462G4,502AO2,['issues']
4195,462G4,502AO3,['issues']
4196,462UG3,490GHU,"['issues', 'challenges']"
4197,462UG3,490GI,"['information systems', 'software']"
4198,462UG3,490ITG,"['information systems', 'software']"
4199,462UG3,490ITU,['Students']
4200,462UG3,490TEO,"['concepts', 'software']"
4201,462UG3,501A,"['information systems', 'principles']"
4202,462UG3,501AO,"['information systems', 'principles']"
4203,462UG3,501AO2,"['information systems', 'principles']"
4204,462UG3,501B,"['information systems', 'principles']"
4205,462UG3,502A,['issues']
4206,462UG3,502AO,['issues']
4207,462UG3,502AO2,['issues']
4208,462UG3,502AO3,['issues']
4209,490DB,490DBO,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4210,490DB,490GHU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4211,490DB,490GI,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'importance', 'topics']"
