Label,Edges,Source,Source_Course_Instructor,Target,Weights
 Rare Book and Spec Colls,"['Presentation', 'Security']",580AO,Sidney Berger,490SMG,2
 Rare Book and Spec Colls,"['Presentation', 'Security']",580AO,Sidney Berger,490SMU,2
 Rare Book and Spec Colls,"['Presentation', 'LIS', 'Security']",580AO,Sidney Berger,490TEO,3
 Rare Book and Spec Colls,['LIS'],580AO,Sidney Berger,501A,1
 Rare Book and Spec Colls,['LIS'],580AO,Sidney Berger,501AO,1
 Rare Book and Spec Colls,['LIS'],580AO,Sidney Berger,501AO2,1
 Rare Book and Spec Colls,['LIS'],580AO,Sidney Berger,501B,1
 Rare Book and Spec Colls,"['LIS', 'Security']",580AO,Sidney Berger,502A,2
 Rare Book and Spec Colls,"['LIS', 'Security']",580AO,Sidney Berger,502AO,2
 Rare Book and Spec Colls,"['LIS', 'Security']",580AO,Sidney Berger,502AO2,2
 Rare Book and Spec Colls,"['LIS', 'Security']",580AO,Sidney Berger,502AO3,2
 Adm and Use Archival Materials,"['Information Organization', 'LIS', 'Business']",581AO,Melissa Salrin,582AO,3
 Adm and Use Archival Materials,['LIS'],581AO,Melissa Salrin,586A,1
 Adm and Use Archival Materials,['LIS'],581AO,Melissa Salrin,586AO,1
 Adm and Use Archival Materials,['LIS'],581AO,Melissa Salrin,587A,1
 Adm and Use Archival Materials,['LIS'],581AO,Melissa Salrin,590AT,1
 Adm and Use Archival Materials,"['Theory Based', 'Practical Training']",581AO,Melissa Salrin,590BBO,2
 Adm and Use Archival Materials,"['Theory Based', 'Information Organization']",581AO,Melissa Salrin,590CA,2
 Adm and Use Archival Materials,['Theory Based'],581AO,Melissa Salrin,590CRO,1
 Adm and Use Archival Materials,"['Theory Based', 'Practical Training']",581AO,Melissa Salrin,590DHO,2
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,590DT,1
 Adm and Use Archival Materials,"['Theory Based', 'Information Organization']",581AO,Melissa Salrin,390CC,2
 Adm and Use Archival Materials,"['Theory Based', 'Information Organization']",581AO,Melissa Salrin,390RGI,2
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,390W1A,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,390W1B,1
 Adm and Use Archival Materials,['Theory Based'],581AO,Melissa Salrin,409AG,1
 Adm and Use Archival Materials,['Theory Based'],581AO,Melissa Salrin,409AO,1
 Adm and Use Archival Materials,['Theory Based'],581AO,Melissa Salrin,409AO2,1
 Adm and Use Archival Materials,['Theory Based'],581AO,Melissa Salrin,409AU,1
 Adm and Use Archival Materials,"['Theory Based', 'Business']",581AO,Melissa Salrin,418AO,2
 Adm and Use Archival Materials,"['Theory Based', 'Business']",581AO,Melissa Salrin,418AU,2
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,452AG,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,452AO,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,452AU,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,452BG,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,452BU,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,457IDG,1
 Adm and Use Archival Materials,['Theory Based'],581AO,Melissa Salrin,457IDU,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,458AO,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,461AG,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,461AO,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,461AU,1
 Adm and Use Archival Materials,"['Theory Based', 'LIS', 'Business']",581AO,Melissa Salrin,462G4,3
 Adm and Use Archival Materials,"['Theory Based', 'LIS', 'Business']",581AO,Melissa Salrin,462UG3,3
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,490DB,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,490DBO,1
 Adm and Use Archival Materials,"['Theory Based', 'Information Organization']",581AO,Melissa Salrin,490GHU,2
 Adm and Use Archival Materials,"['Information Organization', 'Business']",581AO,Melissa Salrin,490GI,2
 Adm and Use Archival Materials,"['Information Organization', 'Business']",581AO,Melissa Salrin,490ITG,2
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,490ITU,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,490SMG,1
 Adm and Use Archival Materials,['Information Organization'],581AO,Melissa Salrin,490SMU,1
 Adm and Use Archival Materials,"['Theory Based', 'LIS', 'Information Organization']",581AO,Melissa Salrin,490TEO,3
 Adm and Use Archival Materials,"['Information Organization', 'LIS', 'Business']",581AO,Melissa Salrin,501A,3
 Adm and Use Archival Materials,"['Information Organization', 'LIS', 'Business']",581AO,Melissa Salrin,501AO,3
 Adm and Use Archival Materials,"['Information Organization', 'LIS', 'Business']",581AO,Melissa Salrin,501AO2,3
 Adm and Use Archival Materials,"['Information Organization', 'LIS', 'Business']",581AO,Melissa Salrin,501B,3
 Adm and Use Archival Materials,"['Practical Training', 'LIS', 'Information Organization']",581AO,Melissa Salrin,502A,3
 Adm and Use Archival Materials,"['Practical Training', 'LIS', 'Information Organization']",581AO,Melissa Salrin,502AO,3
 Adm and Use Archival Materials,"['Practical Training', 'LIS', 'Information Organization']",581AO,Melissa Salrin,502AO2,3
 Adm and Use Archival Materials,"['Practical Training', 'LIS', 'Information Organization']",581AO,Melissa Salrin,502AO3,3
 Preserving Info Resources,['LIS'],582AO,Andrew Huot,586A,1
 Preserving Info Resources,['LIS'],582AO,Andrew Huot,586AO,1
 Preserving Info Resources,['LIS'],582AO,Andrew Huot,587A,1
 Preserving Info Resources,['LIS'],582AO,Andrew Huot,590AT,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,590CA,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,590DT,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,390CC,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,390RGI,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,390W1A,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,390W1B,1
 Preserving Info Resources,['Business'],582AO,Andrew Huot,418AO,1
 Preserving Info Resources,['Business'],582AO,Andrew Huot,418AU,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,452AG,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,452AO,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,452AU,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,452BG,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,452BU,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,457IDG,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,458AO,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,461AG,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,461AO,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,461AU,1
 Preserving Info Resources,"['LIS', 'Business']",582AO,Andrew Huot,462G4,2
 Preserving Info Resources,"['LIS', 'Business']",582AO,Andrew Huot,462UG3,2
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,490DB,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,490DBO,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,490GHU,1
 Preserving Info Resources,"['Information Organization', 'Business']",582AO,Andrew Huot,490GI,2
 Preserving Info Resources,"['Information Organization', 'Business']",582AO,Andrew Huot,490ITG,2
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,490ITU,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,490SMG,1
 Preserving Info Resources,['Information Organization'],582AO,Andrew Huot,490SMU,1
 Preserving Info Resources,"['LIS', 'Information Organization']",582AO,Andrew Huot,490TEO,2
 Preserving Info Resources,"['Information Organization', 'LIS', 'Business']",582AO,Andrew Huot,501A,3
 Preserving Info Resources,"['Information Organization', 'LIS', 'Business']",582AO,Andrew Huot,501AO,3
 Preserving Info Resources,"['Information Organization', 'LIS', 'Business']",582AO,Andrew Huot,501AO2,3
 Preserving Info Resources,"['Information Organization', 'LIS', 'Business']",582AO,Andrew Huot,501B,3
 Preserving Info Resources,"['LIS', 'Information Organization']",582AO,Andrew Huot,502A,2
 Preserving Info Resources,"['LIS', 'Information Organization']",582AO,Andrew Huot,502AO,2
 Preserving Info Resources,"['LIS', 'Information Organization']",582AO,Andrew Huot,502AO2,2
 Preserving Info Resources,"['LIS', 'Information Organization']",582AO,Andrew Huot,502AO3,2
 Grad Bioinformatics Seminar,['Medical'],583A,Sandra Rodriguez-Zas,490GHU,1
 Digital Preservation,"['LIS', 'Security', 'requiremnets research/user/consulting/synthesis']",586A,Rhiannon Bettivia,586AO,3
 Digital Preservation,['LIS'],586A,Rhiannon Bettivia,587A,1
 Digital Preservation,['LIS'],586A,Rhiannon Bettivia,590AT,1
 Digital Preservation,['requiremnets research/user/consulting/synthesis'],586A,Rhiannon Bettivia,590CRO,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,390CC,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,390RGI,1
 Digital Preservation,"['requiremnets research/user/consulting/synthesis', 'Security']",586A,Rhiannon Bettivia,390W1A,2
 Digital Preservation,"['requiremnets research/user/consulting/synthesis', 'Security']",586A,Rhiannon Bettivia,390W1B,2
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,461AG,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,461AO,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,461AU,1
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,462G4,2
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,462UG3,2
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490DB,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490DBO,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490GHU,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490GI,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490ITG,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490ITU,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490SMG,1
 Digital Preservation,['Security'],586A,Rhiannon Bettivia,490SMU,1
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,490TEO,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586A,Rhiannon Bettivia,501A,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586A,Rhiannon Bettivia,501AO,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586A,Rhiannon Bettivia,501AO2,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586A,Rhiannon Bettivia,501B,2
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,502A,2
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,502AO,2
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,502AO2,2
 Digital Preservation,"['LIS', 'Security']",586A,Rhiannon Bettivia,502AO3,2
 Digital Preservation,['LIS'],586AO, Robert DeCandido,587A,1
 Digital Preservation,['LIS'],586AO, Robert DeCandido,590AT,1
 Digital Preservation,['requiremnets research/user/consulting/synthesis'],586AO, Robert DeCandido,590CRO,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,390CC,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,390RGI,1
 Digital Preservation,"['requiremnets research/user/consulting/synthesis', 'Security']",586AO, Robert DeCandido,390W1A,2
 Digital Preservation,"['requiremnets research/user/consulting/synthesis', 'Security']",586AO, Robert DeCandido,390W1B,2
 Digital Preservation,['Security'],586AO, Robert DeCandido,461AG,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,461AO,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,461AU,1
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,462G4,2
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,462UG3,2
 Digital Preservation,['Security'],586AO, Robert DeCandido,490DB,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490DBO,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490GHU,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490GI,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490ITG,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490ITU,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490SMG,1
 Digital Preservation,['Security'],586AO, Robert DeCandido,490SMU,1
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,490TEO,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586AO, Robert DeCandido,501A,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586AO, Robert DeCandido,501AO,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586AO, Robert DeCandido,501AO2,2
 Digital Preservation,"['LIS', 'requiremnets research/user/consulting/synthesis']",586AO, Robert DeCandido,501B,2
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,502A,2
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,502AO,2
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,502AO2,2
 Digital Preservation,"['LIS', 'Security']",586AO, Robert DeCandido,502AO3,2
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",590AT,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",462G4,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",462UG3,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",490TEO,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",501A,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",501AO,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",501AO2,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",501B,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",502A,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",502AO,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",502AO2,1
 History and Foundations of LIS,['LIS'],587A,"Bonnie Mak,  Terry Weech",502AO3,1
 Issues Scholarly Communication,['Presentation'],590AT,Maria Bonn,590BAO,1
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,590BBO,1
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,590CA,1
 Issues Scholarly Communication,"['Social Aspects', 'Media']",590AT,Maria Bonn,590CRO,2
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,590DHO,1
 Issues Scholarly Communication,"['Presentation', 'Social Aspects', 'Media']",590AT,Maria Bonn,390CC,3
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,390RGI,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects', 'Media']",590AT,Maria Bonn,390W1A,3
 Issues Scholarly Communication,"['Presentation', 'Social Aspects', 'Media']",590AT,Maria Bonn,390W1B,3
 Issues Scholarly Communication,"['Social Aspects', 'Media']",590AT,Maria Bonn,404AG,2
 Issues Scholarly Communication,"['Social Aspects', 'Media']",590AT,Maria Bonn,404AO,2
 Issues Scholarly Communication,"['Social Aspects', 'Media']",590AT,Maria Bonn,404AU,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,409AG,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,409AO,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,409AO2,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,409AU,2
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,418AO,1
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,418AU,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,445AG,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,445AO,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,445AU,1
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,451A,1
 Issues Scholarly Communication,['Social Aspects'],590AT,Maria Bonn,451AO,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,452AG,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,452AO,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,452AU,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,452BG,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,452BU,1
 Issues Scholarly Communication,['Media'],590AT,Maria Bonn,457IDG,1
 Issues Scholarly Communication,"['Presentation', 'Teaching']",590AT,Maria Bonn,457IDU,2
 Issues Scholarly Communication,['Teaching'],590AT,Maria Bonn,458AO,1
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,461AG,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,461AO,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,461AU,2
 Issues Scholarly Communication,['LIS'],590AT,Maria Bonn,462G4,1
 Issues Scholarly Communication,['LIS'],590AT,Maria Bonn,462UG3,1
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,490DB,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,490DBO,2
 Issues Scholarly Communication,"['Presentation', 'Teaching', 'Social Aspects']",590AT,Maria Bonn,490GHU,3
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,490GI,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,490ITG,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects']",590AT,Maria Bonn,490ITU,2
 Issues Scholarly Communication,"['Presentation', 'Social Aspects', 'Media']",590AT,Maria Bonn,490SMG,3
 Issues Scholarly Communication,"['Presentation', 'Social Aspects', 'Media']",590AT,Maria Bonn,490SMU,3
 Issues Scholarly Communication,"['Presentation', 'Social Aspects', 'LIS']",590AT,Maria Bonn,490TEO,3
 Issues Scholarly Communication,"['LIS', 'Media']",590AT,Maria Bonn,501A,2
 Issues Scholarly Communication,"['LIS', 'Media']",590AT,Maria Bonn,501AO,2
 Issues Scholarly Communication,"['LIS', 'Media']",590AT,Maria Bonn,501AO2,2
 Issues Scholarly Communication,"['LIS', 'Media']",590AT,Maria Bonn,501B,2
 Issues Scholarly Communication,"['Social Aspects', 'Teaching', 'LIS']",590AT,Maria Bonn,502A,3
 Issues Scholarly Communication,"['Social Aspects', 'Teaching', 'LIS']",590AT,Maria Bonn,502AO,3
 Issues Scholarly Communication,"['Social Aspects', 'Teaching', 'LIS']",590AT,Maria Bonn,502AO2,3
 Issues Scholarly Communication,"['Social Aspects', 'Teaching', 'LIS']",590AT,Maria Bonn,502AO3,3
 Issues Scholarly Communication,['Teaching'],590AT,Maria Bonn,PR438-442,1
 Business Analytics,['Presentation'],590BAO,John Gough,390CC,1
 Business Analytics,['Presentation'],590BAO,John Gough,390RGI,1
 Business Analytics,"['Programming', 'Presentation']",590BAO,John Gough,390W1A,2
 Business Analytics,"['Programming', 'Presentation']",590BAO,John Gough,390W1B,2
 Business Analytics,['Presentation'],590BAO,John Gough,409AG,1
 Business Analytics,['Presentation'],590BAO,John Gough,409AO,1
 Business Analytics,['Presentation'],590BAO,John Gough,409AO2,1
 Business Analytics,['Presentation'],590BAO,John Gough,409AU,1
 Business Analytics,['Tools'],590BAO,John Gough,451A,1
 Business Analytics,['Tools'],590BAO,John Gough,451AO,1
 Business Analytics,['Programming'],590BAO,John Gough,452AG,1
 Business Analytics,['Programming'],590BAO,John Gough,452AO,1
 Business Analytics,['Programming'],590BAO,John Gough,452AU,1
 Business Analytics,['Programming'],590BAO,John Gough,452BG,1
 Business Analytics,['Programming'],590BAO,John Gough,452BU,1
 Business Analytics,['Programming'],590BAO,John Gough,457IDG,1
 Business Analytics,"['Programming', 'Presentation', 'Tools']",590BAO,John Gough,457IDU,3
 Business Analytics,['Presentation'],590BAO,John Gough,461AG,1
 Business Analytics,['Presentation'],590BAO,John Gough,461AO,1
 Business Analytics,['Presentation'],590BAO,John Gough,461AU,1
 Business Analytics,['Tools'],590BAO,John Gough,462G4,1
 Business Analytics,['Tools'],590BAO,John Gough,462UG3,1
 Business Analytics,"['Programming', 'Presentation']",590BAO,John Gough,490DB,2
 Business Analytics,['Presentation'],590BAO,John Gough,490DBO,1
 Business Analytics,"['Presentation', 'Tools']",590BAO,John Gough,490GHU,2
 Business Analytics,"['Presentation', 'Tools']",590BAO,John Gough,490GI,2
 Business Analytics,"['Presentation', 'Tools']",590BAO,John Gough,490ITG,2
 Business Analytics,"['Programming', 'Presentation', 'Tools']",590BAO,John Gough,490ITU,3
 Business Analytics,['Presentation'],590BAO,John Gough,490SMG,1
 Business Analytics,['Presentation'],590BAO,John Gough,490SMU,1
 Business Analytics,"['Programming', 'Presentation', 'Tools']",590BAO,John Gough,490TEO,3
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,590CA,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,590CRO,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects', 'Practical Training']",590BBO,Andrew Huot,590DHO,3
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,390CC,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,390RGI,2
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,390W1A,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,390W1B,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,404AG,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,404AO,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,404AU,1
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,409AG,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,409AO,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,409AO2,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,409AU,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,418AO,2
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,418AU,2
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,451A,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,451AO,1
" Bookbinding: Hist, Princ, Prac",['Theory Based'],590BBO,Andrew Huot,457IDU,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,461AG,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,461AO,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,461AU,1
" Bookbinding: Hist, Princ, Prac",['Theory Based'],590BBO,Andrew Huot,462G4,1
" Bookbinding: Hist, Princ, Prac",['Theory Based'],590BBO,Andrew Huot,462UG3,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490DB,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490DBO,1
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,490GHU,2
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490GI,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490ITG,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490ITU,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490SMG,1
" Bookbinding: Hist, Princ, Prac",['Social Aspects'],590BBO,Andrew Huot,490SMU,1
" Bookbinding: Hist, Princ, Prac","['Theory Based', 'Social Aspects']",590BBO,Andrew Huot,490TEO,2
" Bookbinding: Hist, Princ, Prac","['Practical Training', 'Social Aspects']",590BBO,Andrew Huot,502A,2
" Bookbinding: Hist, Princ, Prac","['Practical Training', 'Social Aspects']",590BBO,Andrew Huot,502AO,2
" Bookbinding: Hist, Princ, Prac","['Practical Training', 'Social Aspects']",590BBO,Andrew Huot,502AO2,2
" Bookbinding: Hist, Princ, Prac","['Practical Training', 'Social Aspects']",590BBO,Andrew Huot,502AO3,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,590CRO,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,590DHO,2
 Community Archives,['Information Organization'],590CA,Anke Voss,590DT,1
 Community Archives,"['Theory Based', 'Social Aspects', 'Information Organization']",590CA,Anke Voss,390CC,3
 Community Archives,"['Theory Based', 'Social Aspects', 'Information Organization']",590CA,Anke Voss,390RGI,3
 Community Archives,"['Social Aspects', 'Information Organization']",590CA,Anke Voss,390W1A,2
 Community Archives,"['Social Aspects', 'Information Organization']",590CA,Anke Voss,390W1B,2
 Community Archives,['Social Aspects'],590CA,Anke Voss,404AG,1
 Community Archives,['Social Aspects'],590CA,Anke Voss,404AO,1
 Community Archives,['Social Aspects'],590CA,Anke Voss,404AU,1
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,409AG,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,409AO,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,409AO2,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,409AU,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,418AO,2
 Community Archives,"['Theory Based', 'Social Aspects']",590CA,Anke Voss,418AU,2
 Community Archives,['Social Aspects'],590CA,Anke Voss,451A,1
 Community Archives,['Social Aspects'],590CA,Anke Voss,451AO,1
 Community Archives,['Information Organization'],590CA,Anke Voss,452AG,1
 Community Archives,['Information Organization'],590CA,Anke Voss,452AO,1
 Community Archives,['Information Organization'],590CA,Anke Voss,452AU,1
 Community Archives,['Information Organization'],590CA,Anke Voss,452BG,1
 Community Archives,['Information Organization'],590CA,Anke Voss,452BU,1
 Community Archives,['Information Organization'],590CA,Anke Voss,457IDG,1
 Community Archives,['Theory Based'],590CA,Anke Voss,457IDU,1
 Community Archives,['Information Organization'],590CA,Anke Voss,458AO,1
 Community Archives,"['Social Aspects', 'Information Organization']",590CA,Anke Voss,461AG,2
 Community Archives,"['Social Aspects', 'Information Organization']",590CA,Anke Voss,461AO,2
 Community Archives,"['Social Aspects', 'Information Organization']",590CA,Anke Voss,461AU,2
 Community Archives,['Theory Based'],590CA,Anke Voss,462G4,1
